"province","additional_info_id","additional_info_short","additional_info_full"
"Manitoba",99,"MB99","29-10-2020: Winnipeg case backfilled with Northern"
"Manitoba",100,"MB100","29-10-2020: Winnipeg case backfilled with Interlake Eastern"
"Manitoba",101,"MB101","29-10-2020: One Praire case replaced with Southern"
"Manitoba",102,"MB102","30-10-2020: Prairie case backfilled with Winnipeg"
"Manitoba",103,"MB103","""Not all 480 cases identified in past 24 hours. Two were identified Sunday, four were identified Monday, 44 were identified Tuesday, 193 were identified Wednesday and 237 were identified Thursday."""
"Manitoba",104,"MB104","31-10-2020: Prairie backfilled with Southern. ""Not all 480 cases identified in past 24 hours. Two were identified Sunday, four were identified Monday, 44 were identified Tuesday, 193 were identified Wednesday and 237 were identified Thursday."""
"Manitoba",105,"MB105","31-10-2020: Prairie backfilled with Winnipeg ""Not all 480 cases identified in past 24 hours. Two were identified Sunday, four were identified Monday, 44 were identified Tuesday, 193 were identified Wednesday and 237 were identified Thursday."""
"Manitoba",106,"MB106","31-10-2020: Interlake-Eastern backfilled with Winnipeg ""Not all 480 cases identified in past 24 hours. Two were identified Sunday, four were identified Monday, 44 were identified Tuesday, 193 were identified Wednesday and 237 were identified Thursday."""
"Manitoba",107,"MB107","01-11-2020: 2 cases removed from Northern. Cases redistributed accordingly"
"Manitoba",108,"MB108","01-11-2020: 1 case removed from Winnipeg. Cases reallocated accordingly"
"Manitoba",109,"MB109","01-11-2020: Case removed and replaced with new case announced today. Date changed accordingly"
"Manitoba",110,"MB110","02-11-2020: Case removed from Northern. Reallocated accordingly"
"Manitoba",111,"MB111","04-11-2020: 4 removed from Prairie Mountain. Cases reallocated accordingly"
"Manitoba",112,"MB112","04-11-2020: 6 cases removed from Winnipeg. Cases reallocated accordingly"
"Manitoba",113,"MB113","04-11-2020: 3 cases removed from Interlake-Eastern. Cases reallocated accordingly"
"Manitoba",114,"MB114","04-11-2020: 2 cases removed from Northern. Reallocated accordingly."
"Manitoba",115,"MB115","05-11-2020: Southern replaced by Interlake-Eastern"
"Manitoba",116,"MB116","05-11-2020: One Southern replaced with Northern"
"Manitoba",117,"MB117","05-11-2020: One Winnipeg replaced with Northern"
"Manitoba",118,"MB118","05-11-2020: Two Winnipeg cases replaced with Prairie cases. One with today's date and one for 04-11-2020 to match # of new cases on 05-11-2020."
"Manitoba",119,"MB119","06-11-2020: Winnipeg replaced with Northern"
"Manitoba",120,"MB120","06-11-2020: Northern backfilled with Southern"
"Manitoba",121,"MB121","06-11-2020: One Northern replaced with one Prairie from today"
"Manitoba",122,"MB122","06-11-2020: One Northern replaced with one Winnipeg from today"
"Manitoba",123,"MB123","07-11-2020: 3 cases removed from Prairie Mountain. Cases reallocated accordingly"
"Manitoba",124,"MB124","07-11-2020: 5 cases removed from Northern. Cases reallocated accordingly"
"Manitoba",125,"MB125","07-11-2020: Previous case removed. Replaced with new case announced toda"
"Manitoba",126,"MB126","07-11-2020: 8 cases removed from Winnipeg. Cases reallocated accordingly"
"Manitoba",127,"MB127","09-11-2020: 1 case removed from Interlake-Eastern. Replaced with new case announced today"
"Manitoba",128,"MB128","09-11-2020: 12 cases removed from Winnipeg. Cases rellocated accordingly"
"Manitoba",129,"MB129","10-11-2020: Interlake replaced with Southern"
"Manitoba",130,"MB130","10-11-2020: Northern replaced with Southern"
"Manitoba",131,"MB131","10-11-2020: Winnipeg replaced by Prairie"
"Manitoba",132,"MB132","11-11-2020: Winnipeg replaced with Southern"
"Manitoba",133,"MB133","11-11-2020: Replaced with Winnipeg"
"Manitoba",134,"MB134","11-11-2020: One Northern replaced with Interlake Eastern"
"Manitoba",135,"MB135","13-11-2020: Interlake Eastern cases replaced with Winnipeg"
"Manitoba",136,"MB136","13-11-2020: Prairie backfilled with Northern"
"Manitoba",137,"MB137","13-11-2020: Southern backfilled with Prairie"
"Manitoba",138,"MB138","13-11-2020: Winnipeg cases backfilled with Southern"
"Manitoba",139,"MB139","14-11-20: Region changed from Southern Health to Winnipeg"
"Manitoba",140,"MB140","14-11-20: Region changed from Prairie Mountain to Winnipeg"
"Manitoba",141,"MB141","14-11-20: Region changed from Northern to Winnipeg"
"Manitoba",142,"MB142","14-11-20: Region changed from Interlake to Winnipeg"
"Manitoba",143,"MB143","14-11-20: Date changed from 11/13 to 11/14 and health region changed from Interlake to Winnipeg"
"Manitoba",144,"MB144","15-11-2020: 2 cases removed from Southern Health. Cases reallocated accordingly"
"Manitoba",145,"MB145","16-11-2020: 47 cases removed from Winnipeg. Cases reallocated accordingly"
"Manitoba",146,"MB146","17-11-2020: 6 cases removed from Northern. Cases reallocated accordingly"
"Manitoba",147,"MB147","17-11-2020: 3 cases removed from Prairie Mountain. Cases reallocated accordingly"
"Manitoba",148,"MB148","17-11-2020: 2 cases removed from Southern Health. Cases reallocated accordingly"
"Manitoba",149,"MB149","18-11-2020: Southern replaced Interlake"
"Manitoba",150,"MB150","18-11-2020: Southern replaced Northern"
"Manitoba",151,"MB151","18-11-2020: One Winnipeg case replaced with Prairie"
"Manitoba",152,"MB152","18-11-2020: One previous Winnipeg case removed, replaced with one case from today"
"Manitoba",153,"MB153","19-11-2020: Interlake replaced with Winnipeg"
"Manitoba",154,"MB154","19-11-2020: Northen replaced with Winnipeg"
"Manitoba",155,"MB155","19-11-2020: Prairie replaced with Southern"
"Manitoba",156,"MB156","20-11-2020: Prairie replaced with Southern"
"Manitoba",157,"MB157","20-11-2020: Northern replaced w Interlake"
"Manitoba",158,"MB158","20-11-2020: Winnipeg replaced with Southern"
"Manitoba",159,"MB159","20-11-2020: One Winnipeg case from 19-11-2020 replaced with one case from today"
"Manitoba",160,"MB160","21-11-2020: Winnipeg replaced with Prairie"
"Manitoba",161,"MB161","21-11-2020: Two previous cases from the 20th were removed, replaced with Winnipeg cases"
"Manitoba",162,"MB162","21-11-2020: Northern replaced with Southern"
"Manitoba",163,"MB163","21-11-2020: One Interlake replaced with Prairie"
"Manitoba",164,"MB164","22-11-2020: Case removed from Northern. Cases reallocated accordingly"
"Manitoba",165,"MB165","changed to Southern Health to realign"
"Manitoba",166,"MB166","22-11-2020: 3 cases removed from Winnipeg. Replaced with cases from today"
"Manitoba",167,"MB167","23-11-2020: 4 cases removed from Northern. Cases reallocated accordingly"
"Manitoba",168,"MB168","23-11-2020: 4 cases removed from Northern. Cases replaced with new case added today. Date updated"
"Manitoba",169,"MB169","23-11-2020: 5 cases removed from Prairie Mountain. Cases reallocated accordingly"
"Manitoba",170,"MB170","23-11-2020: 2 cases removed from Southern Health. Cases reallocated accordingly"
"Manitoba",171,"MB171","24-11-2020: 5 cases removed from Northern. Cases reallocated accordingly"
"Manitoba",172,"MB172","24-11-2020: 5 cases removed from Northern. Case replaced by new case announced today. Date updated accordingly"
"Manitoba",173,"MB173","24-11-2020: 2 cases removed from Prairie Mountain. Case replaced by new case announced today. Date updated accordingly"
"Manitoba",174,"MB174","24-11-2020: 2 cases removed from Winnipeg. Replaced with new cases announced today"
"Manitoba",175,"MB175","25-11-2020: Interlake reassigned to Winnipeg"
"Manitoba",176,"MB176","25-11-2020: Northern reassigned to Winnipeg"
"Manitoba",177,"MB177","25-11-2020: Prairie reassigned to Southern"
"Manitoba",178,"MB178","26-11-2020: Case reassigned from Prairie Mountain to Southern"
"Manitoba",179,"MB179","26-11-2020: Case reassigned to from Interlake-Eastern to Southern"
"Manitoba",180,"MB180","26-11-2020: Case reassigned from Winnipeg to Southern"
"Manitoba",181,"MB181","26-11-2020: 2 cases removed. Replaced with cases announced today. Date changed accordingly"
"Manitoba",182,"MB182","27-11-2020: Winnipeg replaced Northern"
"Manitoba",183,"MB183","27-11-2020: Interlake replaced Prairie"
"Manitoba",184,"MB184","27-11-2020: Winnipeg replaced Southern"
"Manitoba",185,"MB185","18-11-2020: Previous case removed. Replaced with new case added today. Date updated accordingly"
"Manitoba",186,"MB186","28-11-2020: Reassigned to Prairie"
"Manitoba",187,"MB187","28-11-2020: Reassigned to Southern"
"Manitoba",188,"MB188","28-11-2020: Reassigned to Winnipeg"
"Manitoba",189,"MB189","Reassigned to Winnipeg"
"Manitoba",190,"MB190","Reassigned to Southern Health"
"Manitoba",191,"MB191","30-11-2020: 1 case removed from Northern. Cases reallocated accordingly"
"Manitoba",192,"MB192","30-11-2020: 1 case removed from Prairie Mountain. Cases reallocated accordingly"
"Manitoba",193,"MB193","30-11-2020: Case removed from Winnipeg and replaced with new case announced in Winnipeg today. Date updated accordingly"
"Manitoba",194,"MB194","30-11-2020: 3 cases removed from Winnipeg. Replaced with cases added to Southern"
"Manitoba",195,"MB195","01-12-2020: One case removed and replaced with new case announced today. Date updated accordingly"
"Manitoba",196,"MB196","02-12-2020: reassigned from Northern to Southern Health"
"Manitoba",197,"MB197","02-12-2020: reassigned from Northern to Winnipeg"
"Manitoba",198,"MB198","reassigned from Prairie Mountain to Interlake Eastern"
"Manitoba",199,"MB199","03-12-2020: Previous cases removed. Cases redistributed accordingly"
"Manitoba",200,"MB200","04-12-2020: Case reassigned to Winnipeg"
"Manitoba",201,"MB201","04-12-2020: Cases removed. Cases replaced by new cases announced today and date changed accordingly"
"Manitoba",202,"MB202","06-12-2020: 1 case removed from Interlake-Eastern. Cases reallocated accordingly"
"Manitoba",203,"MB203","06-12-2020: 3 cases removed from Northern. Cases reallocated accordingly"
"Manitoba",204,"MB204","06-12-2020: 2 cases removed from Southern. Cases reallocated accordingly"
"Manitoba",205,"MB205","Reassigned to Interlake Eastern from Winnipeg"
"Manitoba",206,"MB206","08-12-2020: 4 cases removed from Winnipeg. Cases reallocated accordingly"
"Manitoba",207,"MB207","09-12-2020: 4 cases removed from Interlake-Eastern and re-assigned to Winnepeg"
"Manitoba",208,"MB208","09-12-2020: 13 cases removed fromNorthern Health and re-assigned to Winnepeg"
"Manitoba",209,"MB209","09-12-2020: 1 case removed from Northern and re-assigned to Southern Health"
"Manitoba",210,"MB210","09-12-2020: 1 case removed from Prarie Mountain and re-assigned to Southern Health"
"Manitoba",211,"MB211","09-12-2020: date changed from 08-12-2020 to 09-12-2020 due to case removal"
"Manitoba",212,"MB212","10-12-2020: Interlake replaced with Northern"
"Manitoba",213,"MB213","10-12-2020: Interlake replaced with Winnipeg, date changed"
"Manitoba",214,"MB214","11-12-2020: 3 cases removed from Interlake-Eastern. Cases reallocated accordingly"
"Manitoba",215,"MB215","11-12-2020: 2 cases removed. Replaced with new cases announced today and date updated accordingly"
"Manitoba",216,"MB216","12-12-2020: Case removed from Northern. Cases reallocated accordingly"
"Manitoba",217,"MB217","12-12-2020: 2 cases removed from Prairie Mountain. Cases reallocated accordingly"
"Manitoba",218,"MB218","12-12-2020: 1 case removed from Southern Health. Cases reallocated accordingly"
"Manitoba",219,"MB219","12-12-2020: 2 previous cases removed and replaced with new cases announced today. Date updated accordingly"
"Manitoba",220,"MB220","14-12-2020: 5 cases removed from Interlake-Eastern. Cases reallocated accordingly"
"Manitoba",221,"MB221","14-12-2020: 6 cases removed from Northern. Cases reallocated accordingly"
"Manitoba",222,"MB222","14-12-2020: 1 case removed from Prairie Mountain. Cases reallocated accordingly"
"Manitoba",223,"MB223","16-12-2020: Winnipeg replaced Interlake"
"Manitoba",224,"MB224","15-12-2020: 2 cases from Interlake-Eastern removed. Cases reallocated accordingly"
"Manitoba",225,"MB225","15-12-2020: 9 cases removed from Northern. Cases reallocated accordingly"
"Manitoba",226,"MB226","15-12-2020: 1 case removed due to a data correction. Replaced by a new case announced today and date updated accordingly"
"Manitoba",227,"MB227","16-12-2020: Interlake repalced with Winnipeg"
"Manitoba",228,"MB228","16-12-2020: One Northern case replaced with one interlake from today. Date updated accordingly"
"Manitoba",229,"MB229","16-12-2020: Northern replaced with Winnipeg"
"Manitoba",230,"MB230","16-12-2020: Southern replaced with Prairie"
"Manitoba",231,"MB231","17-12-2020: One Winnipeg replaced with Interlake"
"Manitoba",232,"MB232","17-12-2020: Prairie replaced with Interlake"
"Manitoba",233,"MB233","18-12-2020: 2 cases removed from Interlake-Eastern and reallocated accordingly"
"Manitoba",234,"MB234","18-12-2020: 2 cases removed from Northern and reallocated accordingly"
"Manitoba",235,"MB235","18-12-2020: 1 case removed from Southern Health and reallocated accordingly"
"Manitoba",236,"MB236","19-12-2020: changed from Interlake Eastern to Winnipeg to realign"
"Manitoba",237,"MB237","19-12-2020: changed from Northern to Prairie Mountain to realign"
"Manitoba",238,"MB238","19-12-2020: changed from Southern Health to Winnipeg to realign"
"Manitoba",239,"MB239","19-12-2020: changed date to Dec 19 to realign"
"Manitoba",240,"MB240","20-12-2020: 3 cases removed from Northern and reallocated accordingly"
"Manitoba",241,"MB241","20-12-2020: 1 case removed from Southern Health and reallocated accordingly"
"Manitoba",242,"MB242","21-12-2020: Interlake replaced"
"Manitoba",243,"MB243","21-12-2020: Northern replaced"
"Manitoba",244,"MB244","21-12-2020: Prairie replaced"
"Manitoba",245,"MB245","22-12-2020: Changed from Southern Health to Winnipeg to realign"
"Manitoba",246,"MB246","22-12-2020: Changed from Northern to Winnipeg to realign"
"Manitoba",247,"MB247","22-12-2020: Changed from Prairie Mountain to Winnipeg to realign"
"Manitoba",248,"MB248","22-12-2020: Changed from Interlake Eastern to Winnipeg to realign"
"Manitoba",249,"MB249","23-12-2020: Cases redistributed to match Manitoba health region totals on Manitoba dashboard"
"Manitoba",250,"MB250","24-12-2020: Case removed. Replaced with new case announced today and date updated accordingly"
"Manitoba",251,"MB251","27-12-2020: Case reallocated from Prairie Mountain to Interlake-Eastern"
"Manitoba",252,"MB252","27-12-2020: Case removed and replaced with new case announced today. Date updated accordingly"
"Manitoba",253,"MB253","29-12-2020: case redistributed from Southern to Winnipeg to match provincial totals."
"Manitoba",254,"MB254","31-12-2020: 2 cases removed from Northern and redistributed accordingly"
"Manitoba",255,"MB255","03-01-2021: 4 cases removed from Interlake-Eastern and reallocated accordingly"
"Manitoba",256,"MB256","03-01-2021: 1 case removed from Prairie Mountain and reallocated accordingly"
"Manitoba",257,"MB257","03-01-2021: 1 case removed from Northern. Case reallocated accordingly"
"Manitoba",258,"MB258","03-01-2021: Previous case removed and replaced with new case announced today. Date updated accordingly"
"Manitoba",259,"MB259","05-01-2021: 1 case removed from Northern and reallocated accordingly"
"Manitoba",260,"MB260","07-01-2021: Interlake Eastern replaced with Winnipeg"
"Manitoba",261,"MB261","07-01-2021: Previous Northern cases replaced with Winnipeg"
"Manitoba",262,"MB262","07-01-2021: Prair replaced with Winnipeg"
"Manitoba",263,"MB263","08-01-2021: Previous Northen case replaced with Interlake"
"Manitoba",264,"MB264","08-01-2021: Previous Northern case replaced with Winnipeg"
"Manitoba",265,"MB265","08-01-2021: Previous Northern case replaced with Winnipeg, with today's date (97 cases reported for Winnipeg)"
"Manitoba",266,"MB266","12-01-2021: Case removed due data correction"
"Manitoba",267,"MB267","14-01-2021: 1 case removed from Interlake-Eastern and reallocated to Winnipeg"
"Manitoba",268,"MB268","14-01-2021: 2 cases removed from Norther and reallocated to Winnipeg"
"Manitoba",269,"MB269","14-01-2021: 2 cases removed from Winnipeg and replaced with new cases announced today. Date updated accordingly"
"Manitoba",270,"MB270","15-01-2021: Interlate replaced w Prairie"
"Manitoba",271,"MB271","15-01-2021: Interlate replaced w Northern"
"Manitoba",272,"MB272","15-01-2021: Interlate replaced w Winnipeg"
"Manitoba",273,"MB273","16-01-2021: 4 cases removed from Northern and reallocated accordingly"
"Manitoba",274,"MB274","16-01-2021: 3 cases removed and replaced with new cases announced today (Southern Health). Date updated accordingly"
"Manitoba",275,"MB275","18-01-2021: 1 case reallocated from Interlake-Eastern to Prairie Mountain"
"Manitoba",276,"MB276","18-01-2021: 2 cases reallocated from Winnipeg to Southern Health"
"Manitoba",277,"MB277","20-01-2021: Winnipeg reassigned to Northern"
"Manitoba",278,"MB278","20-01-2021: Date updated to match new report"
"Manitoba",279,"MB279","21-01-2021: Replaced removed case with case from today"
"Manitoba",280,"MB280","22-01-2021: Previous Northern case reassigned"
"Manitoba",281,"MB281","22-01-2021: Previous Southern reassigned to Prairie"
"Manitoba",282,"MB282","22-01-2021: Date updated to match report"
"Manitoba",529,"MB529","24-01-2021: 1 previous case removed and replaced with new caes announced today"
"Manitoba",530,"MB530","24-01-2021: 5 cases removed from Interlake-Eastern. Redistributed to Winnipeg"
"Manitoba",531,"MB531","24-01-2021: 1 case removed from Southern Health. Redistributed to Prairie Mountain"
"Manitoba",537,"MB537","26-01-2021: 2 cases removed from Interlake-Eastern and reallocated to Winnipeg"
"Manitoba",538,"MB538","26-01-2021: 1 case removed from Prairie Mountain and reallocated to Winnnipeg"
"Manitoba",539,"MB539","26-01-2021: 2 previous cases removed. Replaced with new cases announced today and date updated accordingly"
"Manitoba",542,"MB542","27-01-2021: date updated to today's date to match provincial report"
"Manitoba",548,"MB548","28-01-2021: Replaced removed case with case from today. Date changed accordingly"
"Manitoba",555,"MB555","30-01-2021: Reassigned from Interlake Eastern to Prairie Mountain"
"Manitoba",556,"MB556","30-01-2021: Reassigned from Northern to Prairie Mountain"
"Manitoba",557,"MB557","30-01-2021: Reassigned from Northern to Winnipeg"
"Manitoba",564,"MB564","31-01-2021: Changed from PM to Winnipeg to realign"
"Manitoba",565,"MB565","31-01-2021: Changed from PM to Winnipeg and date to 31-01-2021 to realign"
"Manitoba",566,"MB566","31-01-2021: Changed from Southern Health to Winnipeg to realign"
"Manitoba",567,"MB567","01-02-2021: One Northern case reassigned to Interlake"
"Manitoba",568,"MB568","01-02-2021: One Northern case reassigned to Winnipeg"
"Manitoba",569,"MB569","01-02-2021: Previous case removed, updated to today's date"
"Manitoba",574,"MB574","02-02-2021: Northern reassigned to Winnipeg"
"Manitoba",575,"MB575","02-02-2021: Southern reassigned to Interlake"
"Manitoba",576,"MB576","02-02-2021: Date updated to this date to match provincial report of new caes."
"Manitoba",580,"MB580","05-02-2021: 3 cases removed from Winnipeg. Reallocated accordingly"
"Manitoba",586,"MB586","07-02-2021: region changed from Interlake Eastern to Winnipeg to realign"
"Manitoba",587,"MB587","07-02-2021: region changed from Northern to Winnipeg to realign"
"Manitoba",588,"MB588","07-02-2021: region changed from Southern to Winnipeg and date changed to Feb 7"
"Manitoba",590,"MB590","08-02-2021: Date changed to match provincial report"
"Manitoba",593,"MB593","09-02-2021: 2 cases removed from Prairie Mountain. Reallocated accordingly"
"Manitoba",594,"MB594","09-02-2021: 4 historic cases removed. Replaced with new cases announced today and date updated accordingly"
"Manitoba",597,"MB597","10-02-2021: Removed previous case from Winnipeg and replaced with case from today. Date updated accordingly"
"Manitoba",604,"MB604","11-02-2021: Case removed from Interlake-Eastern and reassigned to Southern"
"Manitoba",657,"MB657","13-02-2021: 2 cases removed from Prairie Mountain. Reallocated to Interlake-Eastern"
"Manitoba",658,"MB658","13-02-2021: Case from 12-02-2021 has been removed and replaced with case from today. Date changed accordingly"
"Manitoba",662,"MB662","13-02-2021: Replaced removed case with case from today. Date updated accordingly"
"Manitoba",669,"MB669","16-02-2021: One Northern case replaced with Interlake"
"Manitoba",670,"MB670","16-02-2021: Winnipeg case date updated to match new report"
"Manitoba",671,"MB671","17-02-2021: Interlake cases replaced with Prairie"
"Manitoba",672,"MB672","17-02-2021: Winnipeg case replaced with Northern"
"Manitoba",673,"MB673","17-02-2021: Southern case replaced with Northern"
"Manitoba",674,"MB674","17-02-2021: Date updated"
"Manitoba",675,"MB675","Dat updated to 18-02-2021"
"Manitoba",677,"MB677","19-02-2021: Replaced removed case with case from today. Date updated accordingly"
"Manitoba",678,"MB678","19-02-2021: 1 case removed from Northern. Reallocated accordingly"
"Manitoba",679,"MB679","19-02-2021: 3 Winnipeg cases removed and reallocated accordingly"
"Manitoba",742,"MB742","21-02-2021: 1 case from Northern removed. Reallocated to Winnipeg"
"Manitoba",743,"MB743","21-02-2021: 1 previous case removed and replaced with case from today. Date updated accordingly"
"Manitoba",746,"MB746","22-02-2021: Prairie case replaced with Winnipeg"
"Manitoba",747,"MB747","22-02-2021: Northern case replaced with Winnipeg"
"Manitoba",748,"MB748","22-02-2021: Southern case replaced with Winnipeg"
"Manitoba",749,"MB749","23-02-2021: Interlake replaced with Winnipeg"
"Manitoba",750,"MB750","23-02-2021: Prairie replaced with Northern"
"Manitoba",751,"MB751","23-02-2021: 8 Previous cases removed, replaced with Winnipeg from this date. Date updated accordingly"
"Manitoba",754,"MB754","24-02-2021: Region changed from Winnipeg to Prairie Mountain to realign"
"Manitoba",755,"MB755","24-02-2021: Region changed from Winnipeg to Northern to realign"
"Manitoba",756,"MB756","24-02-2021: Date changed to today's date to realigned with website"
"Manitoba",761,"MB761","25-02-2021: 3 cases removed from Interlake-Eastern. Redistributed accordingly"
"Manitoba",762,"MB762","25-02-2021: 1 case removed from Northern. Redistributed accordingly"
"Manitoba",763,"MB763","25-02-2021: 1 case removed from Southern Health. Redistributed accordingly"
"Manitoba",764,"MB764","25-02-2021: 3 cases removed and replaced with new cases announced today. Date updated accordingly"
"Manitoba",770,"MB770","27-02-2021: 2 previous cases removed. Replaced with new cases announced today and date updated accordingly"
"Manitoba",776,"MB776","02-03-2021: Northern replaced with Winnipeg"
"Manitoba",777,"MB777","02-03-2021: Souther replaced with Interlake"
"Manitoba",778,"MB778","02-03-2021: Previous cases removed, replaced with cases from this date"
"Manitoba",779,"MB779","03-03-2021: 2 cases removed from Interlake-Eastern. Redistributed to Southern"
"Manitoba",780,"MB780","03-03-2021: 4 Northern cases removed. Redistributed to Winnipeg"
"Manitoba",787,"MB787","05-03-2021: 2 cases removed from Southern. Cases redistributed to Northern"
"Manitoba",788,"MB788","05-03-2021: 4 cases removed from Winnipeg. Cases redistributed to Prairie Mountain"
"Manitoba",789,"MB789","05-03-2021: One previous case was removed. Replaced with a new case announced today and date updated accordingly"
"Manitoba",796,"MB796","07-03-2021: 1 case removed from Interlake-Eastern. Cases redistributed accordingly"
"Manitoba",797,"MB797","07-03-2021: 2 cases removed from Northern. Cases redistributed accordingly"
"Manitoba",798,"MB798","07-03-2021: Number of new cases today and number of total cases suggests that one previous case has been removed. As such, this case has been replaced with one case announced today. Date updated accordingly"
"Manitoba",799,"MB799","08-03-2021: Northern replaced with Winnipeg"
"Manitoba",800,"MB800","09-03-2021: Winnipeg health region replace"
"Manitoba",801,"MB801","09-03-2021: 4 cases removed, replaced with cases from todays date"
"Manitoba",804,"MB804","10-03-2021: Previous Northern case reassigned to Winnipeg"
"Manitoba",805,"MB805","10-03-2021: Previous Winnipeg case removed"
"Manitoba",806,"MB806","11-03-2021: Cases redistributed to align regional totals with provincial dashboard"
"Manitoba",811,"MB811","2021-03-12: Region changed from Winnipeg to Prairie Mountain"
"Manitoba",812,"MB812","2021-03-12: Region changed from Winnipeg to Northern"
"Manitoba",813,"MB813","2021-03-12: Region changed from Winnipeg to Interlake Eastern"
"Manitoba",814,"MB814","2021-03-12: Date changed to today's date to realign with website"
"Manitoba",815,"MB815","13-03-2021: 2 cases removed (1 Northern, 1 Prairie Mountain). Redistributed accordingly"
"Manitoba",816,"MB816","13-03-2021: 2 previous cases removed and replaced with cases annoucned today. Date updated accordingly"
"Manitoba",817,"MB817","2021-03-14: case reassigned to Winnipeg to Northern health region"
"Manitoba",821,"MB821","16-03-2021: Northern replaced with Prairie"
"Manitoba",822,"MB822","16-03-2021: Northern replaced with Winnipeg"
"Manitoba",823,"MB823","16-03-2021: previous Winnipeg case replaced"
"Manitoba",824,"MB824","17-03-2021: Previous case removed"
"Manitoba",825,"MB825","18-03-2021: Previous case removed"
"Manitoba",826,"MB826","03-19-2021: Reassigned to Southern Health to realign"
"Manitoba",827,"MB827","03-19-2021: Reassigned to Interlake Eastern to realign"
"Manitoba",828,"MB828","03-19-2021: Date changed to Mar 19 to realign"
"Manitoba",829,"MB829","03-20-2021: Reassigned to Interlake Eastern to realign"
"Manitoba",830,"MB830","03-20-2021: Reassigned to Northern to realign"
"Manitoba",831,"MB831","03-20-2021: Reassigned to Prairie Mountain to realign"
"Manitoba",832,"MB832","03-20-2021: Reassigned to Southern to realign"
"Manitoba",833,"MB833","03-20-2021: Date changed to March 20 to realign"
"Manitoba",834,"MB834","03-21-2021: Region reassigned to Winnipeg"
"Manitoba",836,"MB836","23-03-2021: Health region reassigned from Winnipeg to Northern"
"Manitoba",837,"MB837","23-03-2021: Health region reassigned from Winnipeg to Interlake-Eastern"
"Manitoba",838,"MB838","23-03-2021: Health region reassigned from Winnipeg to Southern"
"Manitoba",839,"MB839","23-03-2021: Health region reassigned from Winnipeg to Prairie Mountain"
"Manitoba",840,"MB840","23-03-2021: Date reassigned"
"Manitoba",841,"MB841","24-03-2021: Previous Winnipeg case replaced"
"Manitoba",842,"MB842","24-03-2021: Previous case removed"
"Manitoba",843,"MB843","25-03-2021: 1 case removed from Prairie Mountain. Reallocated accordingly"
"Manitoba",844,"MB844","25-03-2021: 1 case removed from Southern. Reallocated accordingly"
"Manitoba",845,"MB845","25-03-2021: 6 previous cases removed. Replaced with new cases announced today and date updated accordingly"
"Manitoba",852,"MB852","26-03-2021: Date changed from 24-03-2021 to 26-03-2021"
"Manitoba",853,"MB853","26-03-2021: Date changed from 25-03-2021 to 26-03-2021"
"Manitoba",854,"MB854","03-27-2021: Case reassigned to Southern Health"
"Manitoba",856,"MB856","29-03-2021: 2 cases removed from Winnipeg. Reallocated accordingly"
"Manitoba",860,"MB860","31-03-2021: One case removed from Southern. Case redistributed accordingly"
"Manitoba",861,"MB861","31-03-2021: One case previous case removed. Replaced with a new case announced today and date updated accordingly"
"Manitoba",869,"MB869","03-04-2021: Region changed to Northern to realign"
"Manitoba",870,"MB870","03-04-2021: Date changed to April 3 to realign"
"Manitoba",872,"MB872","05-04-2021: Previous Northern case replaced with Winnipeg"
"Manitoba",873,"MB873",""
"Manitoba",874,"MB874","04-11-2020: 6 cases removed from Winnipeg. Cases reallocated accordingly "
"Manitoba",875,"MB875","20-11-2020: Northern replaced w Interlake "
"Manitoba",876,"MB876","21-11-2020: Two previous cases from the 20th were removed, replaced with Winnipeg cases "
"Manitoba",877,"MB877","02-02-2021: Date updated to this date to match provincial report of new caes. "
"Manitoba",878,"MB878","24-02-2021: Date changed to today's date to realigned with website "
"Manitoba",879,"MB879","2021-03-14: case reassigned to Winnipeg to Northern health region "
"Manitoba",880,"MB880","06-04-2021: 1 case removed from Interlake-Eastern. Reallocated to Prairie Mountain"
"Manitoba",955,"MB955","08-04-2021: 1 case removed from Interlake-Eastern. Reallocateed to Northern"
"Manitoba",956,"MB956","08-04-2021: 2 previous cases removed. Replaced with new cases announced today. Date updated accordingly"
"Manitoba",957,"MB957","08-04-2021: 3 cases removed from Winnipeg. Reassigned to Northern"
"New Brunswick",1,"NB1","No details on cruise provided"
"New Brunswick",2,"NB2","Close contact of a case that has been in contact with a traveller"
"New Brunswick",3,"NB3","One of the new cases is being investigated as potential community transmission"
"New Brunswick",4,"NB4","There are confirmed cases of community transmission in zones 1 (Moncton region), 2 (Saint John region) and 4 (Edmundston region)."
"New Brunswick",5,"NB5","The new cases are travel-related or contacts of travel-related cases: unsure which is which. Nine people have since recovered from the virus and one person remains in hospital."
"New Brunswick",6,"NB6","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.04.0198.html"
"New Brunswick",7,"NB7","Case connected to healthcare worker who did not self-isolate following travel to Quebec."
"New Brunswick",8,"NB8","Healthcare worker who did not self-isolate after returning from Quebec"
"New Brunswick",9,"NB9","Case connected to healthcare worker who did not self-isolate following travel to Quebec.  Case is LTCH worker at Manoir de la Vallée"
"New Brunswick",10,"NB10","Manoir de la Vallée Resident"
"New Brunswick",11,"NB11","Case associated with manoir de vallee. Healthcare worker."
"New Brunswick",12,"NB12","Case associated with Manoir de la Vallée outbreak"
"New Brunswick",13,"NB13","Close contact of a previous case"
"New Brunswick",14,"NB14","Staff at Manoir de la Vallee"
